Id_Oficio_Asignacion,Año,Numero_Asignacion,Numero_Oficio_Asignacion,Fecha_Oficio_Asignacion,Id_Contratista,Id_Supervisor_Externo,Id_Supervisor_Interno,Observaciones_Generales,Tipo_Obra_Proyecto,Id_Modalidad,Id_Coordinador,Area
0000000383,2018,DGOP/0344/CONT/2018,DGOP/0344/CONT/2018,2018-10-25 00:00:00,0000000371,,0000000084,,Obra,0000000001,0000000084,Construcción
0000000384,2018,DGOP/0345/OBRA/2018,DGOP/0345/OBRA/2018,2018-10-25 00:00:00,0000000782,0000000089,0000000056,,Obra,0000000003,0000000061,Construcción
0000000385,2018,DGOP/0333/OBRA/2018 ,DGOP/0333/OBRA/2018 ,2018-10-25 00:00:00,0000000686,,0000000055,,Obra,0000000001,0000000055,Construcción
0000000386,2018,DGOP/0353/CONT/2018,DGOP/0353/CONT/2018,2018-10-25 00:00:00,0000000365,0000000529,0000000095,,Obra,0000000001,0000000095,Construcción
0000000388,2018,DGOP/0357/CONT/2018,DGOP/0357/CONT/2018,2018-11-15 00:00:00,0000000364,,0000000072,,Obra,0000000001,0000000072,Construcción
0000000389,2018,DGOP/0358/CONT/2018   ,DGOP/0358/CONT/2018   ,2018-11-05 00:00:00,0000000365,,0000000062,,Obra,0000000001,0000000062,Construcción
0000000390,2018,DGOP/0349/CONT/2018,DGOP/0349/CONT/2018,2018-11-05 00:00:00,0000000783,,0000000057,,Obra,0000000001,0000000057,Construcción
0000000391,2018,DGOP/0360/CONT/2018,DGOP/0360/CONT/2018,2018-11-05 00:00:00,0000000733,0000000732,0000000056,,Obra,0000000001,0000000054,Construcción
0000000392,2018,DGOP/0371/PROY/2018,DGOP/0371/PROY/2018,2018-11-05 00:00:00,0000000646,,0000000020,,Proyecto,0000000001,0000000020,Proyectos
0000000393,2018,DGOP/0369/CONT/2018,DGOP/0369/CONT/2018,2018-11-15 00:00:00,0000000724,,0000000068,,Obra,0000000001,0000000068,Construcción
0000000394,2018,DGOP/0359/CONT/2018,DGOP/0359/CONT/2018,2018-11-15 00:00:00,0000000750,,0000000080,,Obra,0000000001,0000000080,Construcción
0000000395,2018,DGOP/0348/CONT/2018,DGOP/0348/CONT/2018,2018-11-15 00:00:00,0000000438,0000000730,0000000088,,Obra,0000000001,0000000062,Construcción
0000000396,2018,DGOP/0361/CONT/2018,DGOP/0361/CONT/2018,2018-11-12 00:00:00,0000000669,0000000732,0000000059,,Obra,0000000001,0000000054,Construcción
0000000397,2018,DGOP/0363/CONT/2018,DGOP/0363/CONT/2018,2018-11-12 00:00:00,0000000365,0000000771,0000000088,,Obra,0000000001,0000000054,Construcción
0000000398,2018,DGOP/0354/CONT/2018,DGOP/0354/CONT/2018,2018-11-12 00:00:00,0000000365,0000000529,0000000095,,Obra,0000000001,0000000095,Construcción
0000000399,2018,DGOP/0351/CONT/2018,DGOP/0351/CONT/2018,2018-11-12 00:00:00,0000000661,,0000000055,,Obra,0000000001,0000000055,Construcción
0000000400,2018,DGOP/0350/CONT/2018,DGOP/0350/CONT/2018,2018-11-16 00:00:00,0000000661,,0000000095,,Obra,0000000001,0000000095,Construcción
0000000401,2018,DGOP/0362/CONT/2018,DGOP/0362/CONT/2018,2018-11-12 00:00:00,0000000364,0000000771,0000000058,,Obra,0000000001,0000000054,Construcción
0000000402,2018,DGOP/0265/OBRA/2018,DGOP/0265/OBRA/2018,2018-09-07 00:00:00,0000000522,0000000309,0000000055,,Obra,0000000001,0000000055,Construcción
0000000403,2018,DGOP/0347/CONT/2018,DGOP/0347/CONT/2018,2018-10-25 00:00:00,0000000275,0000000106,0000000056,,Obra,0000000001,0000000061,Construcción
0000000404,2018,DGOP/0267/CONT/2018,DGOP/0267/CONT/2018,2018-11-16 00:00:00,0000000622,0000000729,0000000058,,Obra,0000000001,0000000061,Construcción
0000000405,2018,DGOP/0374/CONT/2018,DGOP/0374/CONT/2018,2018-10-29 00:00:00,0000000120,0000000616,0000000070,,Obra,0000000003,0000000070,Construcción
0000000406,2018,DGOP/0366/CONT/2018,DGOP/0366/CONT/2018,2018-11-20 00:00:00,0000000067,0000000271,0000000056,,Obra,0000000003,0000000061,Construcción
0000000407,2018,DGOP/0373/PROY/2018,DGOP/0373/PROY/2018,2018-11-20 00:00:00,0000000773,,0000000021,,Proyecto,0000000001,0000000021,Proyectos
0000000408,2018,DGOP/0368/CONT/2018,DGOP/0368/CONT/2018,2018-11-15 00:00:00,0000000457,,0000000096,,Obra,0000000001,0000000096,Construcción
0000000409,2018,DGOP/0365/CONT/2018,DGOP/0365/CONT/2018,2018-11-15 00:00:00,0000000583,0000000464,0000000088,,Obra,0000000001,0000000054,Construcción
0000000410,2018,DGOP/0279/CONT/2018,DGOP/0279/CONT/2018,2018-11-26 00:00:00,0000000616,,0000000055,,Obra,0000000001,0000000055,Construcción
0000000411,2018,DGOP/0375/CONT/2018,DGOP/0375/CONT/2018,2018-11-26 00:00:00,0000000516,0000000760,0000000059,,Obra,0000000001,0000000054,Construcción
0000000412,2018,DGOP/0367/CONT/2018,DGOP/0367/CONT/2018,2018-11-19 00:00:00,0000000364,0000000762,0000000058,,Obra,0000000001,0000000095,Construcción
0000000413,2018,DGOP/0381/CONTRATO/2018,DGOP/0381/CONTRATO/2018,2018-11-28 00:00:00,0000000247,,0000000055,,Obra,0000000001,0000000070,Mantenimiento
0000000414,2018,DGOP/0376/CONT/2018,DGOP/0376/CONT/2018,2018-11-28 00:00:00,0000000016,,0000000055,,Obra,0000000001,0000000080,Construcción
0000000415,2018,DGOP/0377/CONT/2018,DGOP/0377/CONT/2018,2018-11-28 00:00:00,0000000016,,0000000055,,Obra,0000000001,0000000055,Construcción
0000000416,2018,DGOP/0378/CONT/2018,DGOP/0378/CONT/2018,2018-11-28 00:00:00,0000000347,,0000000055,,Obra,0000000001,0000000055,Construcción
0000000417,2018,DGOP/0379/CONT/2018,DGOP/0379/CONT/2018,2018-11-28 00:00:00,0000000576,,0000000055,,Obra,0000000001,0000000055,Construcción
0000000418,2018,DGOP/0262/PROY/2018,DGOP/0262/PROY/2018,2018-09-07 00:00:00,0000000688,,0000000089,,Proyecto,0000000001,0000000089,Proyectos
0000000419,2018,DGOP/0384/CONT/2018,DGOP/0384/CONT/2018,2018-11-29 00:00:00,0000000636,,0000000055,,Obra,0000000001,0000000055,Construcción
0000000420,2018,DGOP/0385/CONT/2018,DGOP/0385/CONT/2018,2018-11-29 00:00:00,0000000636,,0000000055,,Obra,0000000001,0000000055,Construcción
0000000421,2018,DGOP/0383/CONT/2018,DGOP/0383/CONT/2018,2018-11-29 00:00:00,0000000055,,0000000055,,Obra,0000000001,0000000055,Construcción
0000000422,2018,DGOP/0380/CONT/2018,DGOP/0380/CONT/2018,2018-11-29 00:00:00,0000000074,,0000000055,,Obra,0000000001,0000000055,Construcción
0000000423,2018,DGOP/0374/CONT/2018,DGOP/0374/CONT/2018,2018-11-29 00:00:00,0000000616,,0000000070,,Obra,0000000001,0000000070,Construcción
0000000424,2018,DGOP/0382/CONT/2018,DGOP/0382/CONT/2018,2018-12-03 00:00:00,0000000785,,0000000055,,Obra,0000000001,0000000055,Construcción
0000000425,2018,DGOP/0382/CONT/2018,DGOP/0382/CONT/2018,2018-12-03 00:00:00,0000000617,,0000000055,,Obra,0000000001,0000000055,Construcción
0000000426,2018,DGOP/0383/CONT/2018,DGOP/0383/CONT/2018,2018-12-03 00:00:00,0000000055,,0000000055,,Obra,0000000001,0000000055,Construcción
0000000427,2018,DGOP/0386/CONT/2018,DGOP/0386/CONT/2018,2018-12-05 00:00:00,0000000505,0000000726,0000000056,,Obra,0000000001,0000000061,Construcción
0000000428,2018,DGOP/0387/CONT/2018,DGOP/0387/CONT/2018,2018-12-05 00:00:00,0000000347,,0000000072,,Obra,0000000001,0000000072,Construcción
0000000429,2018,DGOP/0388/CONT/2018,DGOP/0388/CONT/2018,2018-12-05 00:00:00,0000000703,,0000000055,,Obra,0000000001,0000000055,Construcción
0000000430,2018,DGOP/0389/CONT/2018,DGOP/0389/CONT/2018,2018-12-05 00:00:00,0000000787,,0000000070,,Obra,0000000001,0000000070,Construcción
0000000431,2018,DGOP/0390/CONT/2018,DGOP/0390/CONT/2018,2018-12-05 00:00:00,0000000703,,0000000070,,Obra,0000000001,0000000070,Construcción
0000000432,2018,DGOP/0391/CONT/2018,DGOP/0391/CONT/2018,2018-12-05 00:00:00,0000000364,,0000000072,,Obra,0000000001,0000000072,Construcción
0000000433,2018,DGOP/0392/CONT/2018,DGOP/0392/CONT/2018,2018-12-05 00:00:00,0000000166,,0000000072,,Obra,0000000001,0000000072,Construcción
0000000434,2018,DGOP/0393/CONT/2018,DGOP/0393/CONT/2018,2018-12-05 00:00:00,0000000724,,0000000068,,Obra,0000000001,0000000068,Construcción
0000000435,2018,DGOP/0394/CONT/2018,DGOP/0394/CONT/2018,2018-12-05 00:00:00,0000000780,,0000000079,,Obra,0000000001,0000000079,Construcción
0000000436,2018,DGOP/0395/CONT/2018,DGOP/0395/CONT/2018,2018-12-05 00:00:00,0000000347,,0000000072,,Obra,0000000001,0000000072,Construcción
0000000437,2018,DGOP/0396/CONT/2018,DGOP/0396/CONT/2018,2018-12-05 00:00:00,0000000768,0000000752,0000000060,,Obra,0000000001,0000000057,Construcción
0000000438,2018,DGOP/0372/OBRA/2018,DGOP/0372/OBRA/2018,2018-12-05 00:00:00,0000000347,,0000000055,,Obra,0000000001,0000000072,Mantenimiento
0000000439,2018,DGOP/0397/CONT/2018,DGOP/0397/CONT/2018,2018-12-06 00:00:00,0000000604,,0000000056,,Obra,0000000001,0000000054,Construcción
0000000440,2018,DGOP/0370/CONT/20148,DGOP/0370/CONT/20148,2018-11-29 00:00:00,0000000166,,0000000055,,Obra,0000000001,0000000072,Construcción
0000000442,2018,DGOP/0397/CONT/2018,DGOP/0397/CONT/2018,2018-12-10 00:00:00,0000000604,0000000683,0000000056,,Obra,0000000001,0000000054,Construcción
0000000443,2018,DGOP/0407/PROY/2018,DGOP/0407/PROY/2018,2018-12-10 00:00:00,0000000539,,0000000055,,Proyecto,0000000001,0000000075,Proyectos
0000000444,2018,DGOP/0356/CONT/2018,DGOP/0356/CONT/2018,2018-12-11 00:00:00,0000000698,0000000653,0000000095,,Obra,0000000001,0000000095,Construcción
0000000445,2018,DGOP/0355/CONT/2018,DGOP/0355/CONT/2018,2018-12-11 00:00:00,0000000698,0000000588,0000000095,,Obra,0000000001,0000000095,Construcción
0000000446,2018,DGOP/0406/CONT/2018,DGOP/0406/CONT/2018,2018-12-11 00:00:00,0000000151,,0000000055,,Obra,0000000001,0000000075,Proyectos
0000000447,2018,DGOP/0408/PROY/2018,DGOP/0408/PROY/2018,2018-12-11 00:00:00,0000000234,,0000000055,,Proyecto,0000000001,0000000021,Proyectos
0000000448,2018,DGOP/0409/PROY/2018,DGOP/0409/PROY/2018,2018-12-11 00:00:00,0000000151,,0000000055,,Proyecto,0000000001,0000000081,Proyectos
0000000449,2018,DGOP/0410/PROY/2018,DGOP/0410/PROY/2018,2018-12-11 00:00:00,0000000392,,0000000055,,Obra,0000000001,0000000023,Proyectos
0000000450,2018,DGOP/0411/PROY/2018,DGOP/0411/PROY/2018,2018-12-11 00:00:00,0000000234,,0000000055,,Proyecto,0000000001,0000000081,Proyectos
0000000451,2018,DGOP/0412/PROY/2018,DGOP/0412/PROY/2018,2018-12-11 00:00:00,0000000087,,0000000055,,Proyecto,0000000001,0000000087,Proyectos
0000000452,2018,DGOP/0413/PROY/2018,DGOP/0413/PROY/2018,2018-12-11 00:00:00,0000000640,,0000000055,,Obra,0000000001,0000000089,Construcción
0000000453,2018,DGOP/0414/PROY/2018,DGOP/0414/PROY/2018,2018-12-11 00:00:00,0000000261,,0000000055,,Obra,0000000001,0000000083,Proyectos
0000000454,2018,DGOP/0415/PROY/2018,DGOP/0415/PROY/2018,2018-12-11 00:00:00,0000000786,,0000000055,,Obra,0000000001,0000000076,Proyectos
0000000455,2018,DGOP/0416/CONT/2018,DGOP/0416/CONT/2018,2018-12-11 00:00:00,0000000543,,0000000055,,Obra,0000000001,0000000079,Construcción
0000000456,2018,DGOP/0417/CONT/2018,DGOP/0417/CONT/2018,2018-12-11 00:00:00,0000000789,,0000000055,,Obra,0000000001,0000000055,Construcción
0000000457,2018,DGOP/0418/PROY/2018,DGOP/0418/PROY/2018,2018-12-13 00:00:00,0000000641,,0000000055,,Obra,0000000001,0000000020,Proyectos
0000000458,2018,DGOP/0419/PROY/2018,DGOP/0419/PROY/2018,2018-12-13 00:00:00,0000000630,,0000000055,,Proyecto,0000000001,0000000021,Proyectos
0000000460,2018,DGOP/0420/CONT/2018,DGOP/0420/CONT/2018,2018-12-13 00:00:00,0000000616,,0000000060,,Obra,0000000001,0000000062,Construcción
0000000461,2018,DGOP/0401/CONT/2018,DGOP/0401/CONT/2018,2018-12-13 00:00:00,0000000648,0000000753,0000000055,,Obra,0000000002,0000000061,Construcción
0000000462,2018,DGOP/0400/CONT/2018,DGOP/0400/CONT/2018,2018-12-13 00:00:00,0000000234,,0000000055,,Obra,0000000001,0000000055,Construcción
0000000463,2018,DGOP/0405/CONT/2018,DGOP/0405/CONT/2018,2018-12-13 00:00:00,0000000516,0000000309,0000000055,,Obra,0000000001,0000000055,Construcción
0000000464,2018,DGOP/0422/CONT/2018,DGOP/0422/CONT/2018,2018-12-14 00:00:00,0000000543,,0000000055,,Obra,0000000001,0000000055,Construcción
0000000465,2018,DGOP/0421/CONT/2018,DGOP/0421/CONT/2018,2018-12-14 00:00:00,0000000234,,0000000055,,Obra,0000000001,0000000055,Construcción
0000000466,2018,DGOP/0423/CONT/2018,DGOP/0423/CONT/2018,2018-12-17 00:00:00,0000000543,,0000000059,,Obra,0000000001,0000000062,Construcción
0000000467,2018,DGOP/0424/CONT/2018,DGOP/0424/CONT/2018,2018-12-17 00:00:00,0000000055,,0000000055,,Obra,0000000001,0000000055,Construcción
0000000468,2018,DGOP/0425/CONT/2018,DGOP/0425/CONT/2018,2018-12-17 00:00:00,0000000016,,0000000055,,Obra,0000000001,0000000055,Construcción
0000000469,2018,DGOP/0429/CONT/2018,DGOP/0429/CONT/2018,2018-12-18 00:00:00,0000000547,0000000756,0000000056,,Obra,0000000001,0000000061,Construcción
0000000470,2018,DGOP/0430/CONT/2018,DGOP/0430/CONT/2018,2018-12-18 00:00:00,0000000026,,0000000055,,Obra,0000000001,0000000070,Construcción
0000000471,2018,DGOP/0431/CONT/2018,DGOP/0431/CONT/2018,2018-12-18 00:00:00,0000000364,,0000000055,,Obra,0000000001,0000000072,Construcción
0000000472,2018,DGOP/0432/CONT/2018,DGOP/0432/CONT/2018,2018-12-18 00:00:00,0000000616,,0000000055,,Obra,0000000001,0000000055,Construcción
0000000473,2018,DGOP/0433/CONT/2018,DGOP/0433/CONT/2018,2018-12-18 00:00:00,0000000365,0000000759,0000000055,,Obra,0000000001,0000000055,Construcción
0000000474,2018,DGOP/0434/CONT/2018,DGOP/0434/CONT/2018,2018-12-18 00:00:00,0000000556,,0000000055,,Obra,0000000001,0000000055,Construcción
0000000475,2018,DGOP/0435/CONT/2018,DGOP/0435/CONT/2018,2018-12-18 00:00:00,0000000271,,0000000055,,Obra,0000000001,0000000085,Construcción
0000000476,2018,DGOP/0432/CONT/2018,DGOP/0432/CONT/2018,2018-12-18 00:00:00,0000000616,,0000000055,,Obra,0000000001,0000000055,Construcción
0000000477,2018,DGOP/0437/CONT/2018,DGOP/0437/CONT/2018,2018-12-19 00:00:00,0000000166,,0000000055,,Obra,0000000001,0000000055,Construcción
0000000478,2018,DGOP/0438/CONT/2018,DGOP/0438/CONT/2018,2018-12-19 00:00:00,0000000576,,0000000055,,Obra,0000000001,0000000055,Construcción
0000000480,2018,DGOP/0440/CONT/2018,DGOP/0440/CONT/2018,2018-12-19 00:00:00,0000000505,,0000000055,,Obra,0000000001,0000000055,Construcción
0000000481,2018,DGOP/0441/CONT/2018,DGOP/0441/CONT/2018,2018-12-19 00:00:00,0000000543,,0000000055,,Obra,0000000001,0000000055,Construcción
0000000482,2018,DGOP/0443/CONT/2018,DGOP/0443/CONT/2018,2018-12-19 00:00:00,0000000157,,0000000055,,Obra,0000000001,0000000055,Construcción
0000000483,2018,DGOP/0426/CONT/2018,DGOP/0426/CONT/2018,2018-12-20 00:00:00,0000000788,,0000000059,,Obra,0000000001,0000000061,Construcción
0000000484,2018,DGOP/0427/CONT/2018,DGOP/0427/CONT/2018,2018-12-20 00:00:00,0000000482,0000000594,0000000056,,Obra,0000000002,0000000061,Construcción
0000000485,2018,DGOP/0428/CONT/2018,DGOP/0428/CONT/2018,2018-12-20 00:00:00,0000000638,0000000729,0000000059,,Obra,0000000002,0000000062,Construcción
0000000486,2018,DGOP/0442/PROY/2018,DGOP/0442/PROY/2018,2018-12-20 00:00:00,0000000716,,0000000055,,Obra,0000000001,0000000086,Proyectos
0000000487,2018,DGOP/0444/CONT/2018,DGOP/0444/CONT/2018,2018-12-20 00:00:00,0000000365,0000000529,0000000055,,Obra,0000000002,0000000055,Construcción
0000000488,2018,DGOP/0446/CONT/2018,DGOP/0446/CONT/2018,2018-12-20 00:00:00,0000000784,,0000000055,,Obra,0000000001,0000000055,Construcción
0000000489,2018,DGOP/0419/PROY/2018,DGOP/0419/PROY/2018,2018-12-20 00:00:00,0000000529,,0000000055,,Proyecto,0000000001,0000000021,Proyectos
0000000490,2018,DGOP/0445/CONT/2018,DGOP/0445/CONT/2018,2018-12-21 00:00:00,0000000516,0000000758,0000000055,,Obra,0000000002,0000000061,Construcción
0000000491,2018,DGOP/0444/CONT/2018,DGOP/0444/CONT/2018,2018-12-21 00:00:00,0000000365,0000000529,0000000058,,Obra,0000000002,0000000054,Construcción
0000000492,2018,DGOP/0398/CONT/2018,DGOP/0398/CONT/2018,2018-12-21 00:00:00,0000000514,0000000359,0000000055,,Obra,0000000002,0000000096,Construcción
0000000493,2018,DGOP/0416/CONT/2018,DGOP/0416/CONT/2018,2018-12-21 00:00:00,0000000543,,0000000055,,Obra,0000000001,0000000055,Construcción
0000000494,2018,DGOP/0403/OBRA/2018,DGOP/0403/OBRA/2018,2018-12-14 00:00:00,0000000226,0000000766,0000000088,,Obra,0000000003,0000000054,Construcción
0000000495,2018,DGOP/0289/PROY/2018,DGOP/0289/PROY/2018,2019-01-23 00:00:00,0000000294,,0000000055,,Obra,0000000001,0000000084,Proyectos
0000000496,2018,DGOP/0364/OBRA/2018,DGOP/0364/OBRA/2018,2019-01-23 00:00:00,0000000074,,0000000056,,Obra,0000000001,0000000061,Construcción
0000000497,2018,DGOP/0447/OBRA/2018,DGOP/0447/OBRA/2018,2019-01-23 00:00:00,0000000531,0000000735,0000000059,,Obra,0000000001,0000000054,Construcción
0000000498,2018,DGOP/0404/OBRA/2018,DGOP/0404/OBRA/2018,2018-12-18 00:00:00,0000000326,0000000464,0000000058,,Obra,0000000001,0000000054,Construcción
0000000499,2018,DGOP/0399/OBRA/2018,DGOP/0399/OBRA/2018,2018-11-29 00:00:00,0000000152,0000000087,0000000088,,Obra,0000000003,0000000054,Construcción
0000000500,2018,DGOP/0352/CONT/2018,DGOP/0352/CONT/2018,2019-01-25 00:00:00,0000000514,,0000000055,,Obra,0000000001,0000000095,Construcción
0000000501,2018,ESCALATORIA: G-2510-804-61401-D/0018/2018-ESC,ESCALATORIA: G-2510-804-61401-D/0018/2018-ESC,2019-01-28 00:00:00,0000000074,,,Este Oficio se Crea Automáticamente por el registro de la Escalatoria referente al Número de Contrato Descrito,Obra,0000000002,,Construcción
0000000502,2018,ESCALATORIA: G-2610-847-62201-E/0003/2018-ESC,ESCALATORIA: G-2610-847-62201-E/0003/2018-ESC,2019-01-29 00:00:00,0000000531,,,Este Oficio se Crea Automáticamente por el registro de la Escalatoria referente al Número de Contrato Descrito,Obra,0000000002,,Construcción
0000000503,2018,ESCALATORIA: G-5011-K100110-62201-E/0088/2018-ESC,ESCALATORIA: G-5011-K100110-62201-E/0088/2018-ESC,2019-01-29 00:00:00,0000000578,0000000727,0000000088,Este Oficio se Crea Automáticamente por el registro de la Escalatoria referente al Número de Contrato Descrito,Obra,0000000001,,Construcción
0000000504,2018,DGOP/0436/OBRA/2018,DGOP/0436/OBRA/2018,2019-02-05 00:00:00,0000000623,0000000247,0000000058,,Obra,0000000002,0000000054,Construcción
