Id_Oficio_Asignacion,Numero_Asignacion,Numero_Oficio_Asignacion,Fecha_Oficio_Asignacion,Id_Contratista,Id_Supervisor_Externo,Id_Supervisor_Interno,Observaciones_Generales,Tipo_Obra_Proyecto,Id_Modalidad,Id_Coordinador,Area
181,DGOP/0150/CONT/2018,DGOP/0150/CONT/2018,Jun  7 2018 12:00AM,514,254,88,,Obra,1,62,Construcción
183,DGOP/0153/CONT/2018,DGOP/0153/CONT/2018,Jun  7 2018 12:00AM,287,,86,,Obra,1,86,Construcción
184,DGOP/0154/CONT/2018,DGOP/0154/CONT/2018,Jun 20 2018 12:00AM,653,,86,,Obra,1,86,Construcción
185,DGOP/0155/CONT/2018,DGOP/0155/CONT/2018,Jun 20 2018 12:00AM,653,,86,,Obra,1,86,Construcción
186,DGOP/0156/CONT/2018,DGOP/0156/CONT/2018,Jul 23 2018 12:00AM,460,,58,,Obra,1,54,Construcción
187,DGOP/0157/CONT/2018,DGOP/0157/CONT/2018,Jun 20 2018 12:00AM,151,,75,,Obra,1,75,Proyectos
188,DGOP/0158/CONT/2018,DGOP/0158/CONT/2018,Jun 20 2018 12:00AM,505,,72,,Obra,1,72,Construcción
189,DGOP/0159/CONT/2018,DGOP/0159/CONT/2018,Jun 20 2018 12:00AM,514,748,53,,Obra,1,53,Construcción
190,DGOP/0160/CONT/2018,DGOP/0160/CONT/2018,Jun 20 2018 12:00AM,94,,89,,Obra,1,89,Proyectos
191,DGOP/0161/CONT/2018,DGOP/0161/CONT/2018,Jun 20 2018 12:00AM,289,696,58,,Obra,1,61,Construcción
192,DGOP/0162/CONT/2018,DGOP/0162/CONT/2018,Jun 20 2018 12:00AM,178,403,55,,Obra,1,61,Construcción
193,DGOP/0163/CONT/2018,DGOP/0163/CONT/2018,Jun 20 2018 12:00AM,612,,55,,Obra,1,55,Construcción
194,DGOP/0164/CONT/2018,DGOP/0164/CONT/2018,Jul 24 2018 12:00AM,516,403,88,,Obra,1,61,Construcción
195,DGOP/0165/CONT/2018,DGOP/0165/CONT/2018,Jun 20 2018 12:00AM,543,760,58,,Obra,1,61,Construcción
196,DGOP/0166/CONT/2018,DGOP/0166/CONT/2018,Jun 20 2018 12:00AM,661,529,53,,Obra,1,53,Construcción
197,DGOP/0167/CONT/2018,DGOP/0167/CONT/2018,Jun 20 2018 12:00AM,505,,72,,Obra,1,72,Construcción
198,DGOP/0168/CONT/2018,DGOP/0168/CONT/2018,Jun 20 2018 12:00AM,73,,80,,Obra,1,80,Construcción
199,DGOP/0169/CONT/2018,DGOP/0169/CONT/2018,Jun 20 2018 12:00AM,73,,80,,Obra,1,80,Construcción
200,DGOP/0170/CONT/2018,DGOP/0170/CONT/2018,Jun 20 2018 12:00AM,73,,80,,Obra,1,80,Construcción
201,DGOP/0171/CONT/2018,DGOP/0171/CONT/2018,Jun 20 2018 12:00AM,73,,80,,Obra,1,80,Construcción
202,DGOP/0172/CONT/2018,DGOP/0172/CONT/2018,Jun 20 2018 12:00AM,73,,80,,Obra,1,80,Construcción
203,DGOP/0173/CONT/2018,DGOP/0173/CONT/2018,Jun 20 2018 12:00AM,516,,57,,Obra,1,57,Construcción
204,DGOP/0174/CONT/2018,DGOP/0174/CONT/2018,Jun 20 2018 12:00AM,761,,55,,Obra,1,55,Construcción
205,DGOP/0175/CONT/2018,DGOP/0175/CONT/2018,Jun 20 2018 12:00AM,761,,55,,Obra,1,55,Construcción
206,DGOP/0176/CONT/2018,DGOP/0176/CONT/2018,Jun 20 2018 12:00AM,543,,55,,Obra,1,55,Construcción
207,DGOP/0177/CONT/2018,DGOP/0177/CONT/2018,Jun 20 2018 12:00AM,543,,59,,Obra,1,54,Construcción
208,DGOP/0178/CONT/2018,DGOP/0178/CONT/2018,Jul 24 2018 12:00AM,74,,69,,Obra,1,69,Construcción
209,DGOP/0179/CONT/2018,DGOP/0179/CONT/2018,Jun 20 2018 12:00AM,619,,83,,Obra,1,83,Proyectos
210,DGOP/0180/CONT/2018,DGOP/0180/CONT/2018,Jun 20 2018 12:00AM,578,682,59,,Obra,1,61,Construcción
211,DGOP/0181/CONT/2018,DGOP/0181/CONT/2018,Jun 20 2018 12:00AM,365,,88,,Obra,1,61,Construcción
212,DGOP/0182/CONT/2018,DGOP/0182/CONT/2018,Jul 24 2018 12:00AM,310,,88,,Obra,1,62,Construcción
213,DGOP/0183/CONT/2018,DGOP/0183/CONT/2018,Jul  3 2018 12:00AM,607,762,55,,Obra,1,55,Construcción
214,DGOP/0184/CONT/2018,DGOP/0184/CONT/2018,Jul  3 2018 12:00AM,456,693,59,,Obra,1,54,Construcción
215,DGOP/0185/CONT/2018,DGOP/0185/CONT/2018,Jul  3 2018 12:00AM,656,753,56,,Obra,1,61,Construcción
216,DGOP/0186/CONT/2018,DGOP/0186/CONT/2018,Jul  3 2018 12:00AM,623,676,59,,Obra,1,54,Construcción
217,DGOP/0187/CONT/2018,DGOP/0187/CONT/2018,Jul  3 2018 12:00AM,234,753,56,,Obra,1,61,Construcción
218,DGOP/0188/CONT/2018,DGOP/0188/CONT/2018,Jul  4 2018 12:00AM,763,,84,,Obra,1,84,Proyectos
220,DGOP/0190/CONT/2018,DGOP/0190/CONT/2018,Jul  4 2018 12:00AM,364,,68,,Obra,1,68,Construcción
221,DGOP/0191/CONT/20108,DGOP/0191/CONT/20108,Jul 24 2018 12:00AM,724,,68,,Obra,1,68,Construcción
222,DGOP/0192/CONT/2018,DGOP/0192/CONT/2018,Jul  3 2018 12:00AM,423,87,53,,Obra,1,53,Construcción
223,DGOP/0193/CONT/2018,DGOP/0193/CONT/2018,Jul 20 2018 12:00AM,186,,18,,Obra,1,18,Proyectos
224,DGOP/0152/CONT/2018,DGOP/0152/CONT/2018,Jun  7 2018 12:00AM,271,,87,,Obra,1,87,Proyectos
225,DGOP/0189/CONT/2018,DGOP/0189/CONT/2018,Jul  4 2018 12:00AM,648,753,56,,Obra,1,61,Construcción
226,DGOP/0148/CONT/2018,DGOP/0148/CONT/2018,Jun  7 2018 12:00AM,219,764,56,,Obra,2,53,Construcción
227,DGOP/0124/CONT/2018,DGOP/0124/CONT/2018,May 28 2018 12:00AM,614,755,60,,Obra,1,61,Construcción
228,DGOP/0194/CONT/2018,DGOP/0194/CONT/2018,Jul 20 2018 12:00AM,493,352,88,,Obra,2,62,Construcción
229,DGOP/0195/CONT/2018,DGOP/0195/CONT/2018,Jul 20 2018 12:00AM,623,743,56,,Obra,2,61,Construcción
230,DGOP/0196/CONT/2018,DGOP/0196/CONT/2018,Jul 20 2018 12:00AM,16,271,56,,Obra,2,61,Construcción
231,DGOP/0197/CONT/2018,DGOP/0197/CONT/2018,Jul 20 2018 12:00AM,543,229,58,,Obra,2,58,Construcción
232,DGOP/0198/CONT/2018,DGOP/0198/CONT/2018,Jul 20 2018 12:00AM,505,89,57,,Obra,2,57,Construcción
233,DGOP/0201/CONT/2018,DGOP/0201/CONT/2018,Jul 20 2018 12:00AM,391,735,59,,Obra,2,54,Construcción
234,DGOP/0202/CONT/2018,DGOP/0202/CONT/2018,Jul 20 2018 12:00AM,326,87,55,,Obra,2,55,Construcción
235,DGOP/0203/CONT/2018,DGOP/0203/CONT/2018,Jul 20 2018 12:00AM,512,729,56,,Obra,1,62,Construcción
236,DGOP/0204/CONT/2018,DGOP/0204/CONT/2018,Jul 27 2018 12:00AM,482,696,57,,Obra,1,57,Construcción
237,DGOP/0205/CONT/2018,DGOP/0205/CONT/2018,Aug 14 2018 12:00AM,347,765,57,,Obra,1,57,Construcción
238,DGOP/0206/CONT/2018,DGOP/0206/CONT/2018,Jul 27 2018 12:00AM,636,765,59,,Obra,1,54,Construcción
239,DGOP/0207/CONT/2018,DGOP/0207/CONT/2018,Jul 27 2018 12:00AM,55,765,88,,Obra,1,62,Construcción
240,DGOP/0208/CONT/2018,DGOP/0208/CONT/2018,Jul 27 2018 12:00AM,447,694,88,,Obra,1,62,Construcción
241,DGOP/0209/CONT/2018,DGOP/0209/CONT/2018,Jul 27 2018 12:00AM,522,694,59,,Obra,1,54,Construcción
242,DGOP/0210/CONT/2018,DGOP/0210/CONT/2018,Jul 27 2018 12:00AM,364,694,56,,Obra,1,61,Construcción
243,DGOP/0211/CONT/2018,DGOP/0211/CONT/2018,Jul 27 2018 12:00AM,294,766,56,,Obra,1,61,Construcción
244,DGOP/0212/CONT/2018,DGOP/0212/CONT/2018,Jul 27 2018 12:00AM,310,766,59,,Obra,1,54,Construcción
245,DGOP/0214/CONT/2018,DGOP/0214/CONT/2018,Jul 27 2018 12:00AM,539,,75,,Obra,1,75,Proyectos
246,DGOP/0217/CONT/2018,DGOP/0217/CONT/2018,Aug  7 2018 12:00AM,689,,23,,Proyecto,1,23,Construcción
247,DGOP/0218/PROY/2018,DGOP/0218/PROY/2018,Aug  7 2018 12:00AM,94,,89,,Obra,1,89,Proyectos
248,DGOP/0219/PROY/2018,DGOP/0219/PROY/2018,Aug  7 2018 12:00AM,86,,55,,Proyecto,1,54,Proyectos
249,DGOP/0220/PROY/2018,DGOP/0220/PROY/2018,Aug  7 2018 12:00AM,103,,55,,Proyecto,1,55,Proyectos
250,DGOP/0228/CONT/2018,DGOP/0228/CONT/2018,Aug  7 2018 12:00AM,543,754,56,,Obra,4,61,Construcción
251,DGOP/0085/CONT/2018,DGOP/0085/CONT/2018,May  8 2018 12:00AM,302,751,95,,Obra,1,56,Construcción
252,DGOP/0215/CONT/2018,DGOP/0215/CONT/2018,Jul 27 2018 12:00AM,515,229,95,,Obra,1,95,Construcción
253,F/014-I/2018,F/014-I/2018,Sep 12 2018 12:00AM,770,,57,,Obra,2,57,Construcción
255,DGOP/0240/CONT/2018,DGOP/0240/CONT/2018,Sep 17 2018 12:00AM,514,,95,,Obra,2,95,Construcción
256,DGOP/0241/CONT/2018,DGOP/0241/CONT/2018,Sep 17 2018 12:00AM,514,,95,,Obra,2,95,Construcción
257,DGOP/0242/CONT/2018,DGOP/0242/CONT/2018,Sep 17 2018 12:00AM,706,748,95,,Obra,2,95,Construcción
258,DGOP/0243/CONT/2018,DGOP/0243/CONT/2018,Sep 17 2018 12:00AM,365,748,95,,Obra,2,95,Construcción
259,DGOP/0244/CONT/2018,DGOP/0244/CONT/2018,Sep 17 2018 12:00AM,661,748,95,,Obra,2,95,Construcción
260,DGOP/0245/CONT/2018,DGOP/0245/CONT/2018,Sep 17 2018 12:00AM,514,759,95,,Obra,2,95,Construcción
261,DGOP/0254/CONT/2018,DGOP/0254/CONT/2018,Sep 17 2018 12:00AM,365,,95,,Obra,1,95,Construcción
262,DGOP/0268/CONT/2018,DGOP/0268/CONT/2018,Sep 17 2018 12:00AM,365,613,95,,Obra,2,78,Construcción
263,DGOP/0269/CONT/2018,DGOP/0269/CONT/2018,Sep 17 2018 12:00AM,709,759,95,,Obra,2,95,Construcción
264,DGOP/0270/CONT/2018,DGOP/0270/CONT/2018,Sep 17 2018 12:00AM,661,588,95,,Obra,2,95,Construcción
265,DGOP/0271/CONT/2018,DGOP/0271/CONT/2018,Sep 17 2018 12:00AM,709,588,95,,Obra,2,95,Construcción
266,DGOP/0272/CONT/2018,DGOP/0272/CONT/2018,Sep 17 2018 12:00AM,698,529,95,,Obra,2,95,Construcción
267,DGOP/0273/CONT/2018,DGOP/0273/CONT/2018,Sep 17 2018 12:00AM,698,653,95,,Obra,2,95,Construcción
268,DGOP/0216/CONT/2018,DGOP/0216/CONT/2018,Sep 17 2018 12:00AM,515,229,58,,Obra,1,95,Construcción
269,DGOP/0199/CONT/2018,DGOP/0199/CONT/2018,Sep 17 2018 12:00AM,566,774,56,,Obra,2,61,Construcción
270,DGOP/0213/CONT/2018,DGOP/0213/CONT/2018,Sep 17 2018 12:00AM,415,,55,,Obra,1,55,Construcción
271,DGOP/0221/CONT/2018,DGOP/0221/CONT/2018,Sep 17 2018 12:00AM,613,,20,,Obra,1,20,Proyectos
272,DGOP/0223/CONT/2018,DGOP/0223/CONT/2018,Sep 17 2018 12:00AM,665,,87,,Obra,1,87,Proyectos
273,DGOP/0225/PROY/2018,DGOP/0225/PROY/2018,Sep 20 2018 12:00AM,767,,87,,Obra,1,87,Proyectos
274,DGOP/0235/CONT/2018,DGOP/0235/CONT/2018,Aug 15 2018 12:00AM,364,588,60,,Obra,1,54,Construcción
275,DGOP/OBRA/0278/2018,DGOP/OBRA/0278/2018,Sep 26 2018 12:00AM,579,743,60,,Obra,1,54,Construcción
276,DGOP/0256/CONT/2018,DGOP/0256/CONT/2018,Sep 27 2018 12:00AM,768,727,56,,Obra,1,61,Construcción
277,DGOP/0286/CONT/2018,DGOP/0286/CONT/2018,Sep 28 2018 12:00AM,531,769,59,,Obra,4,61,Construcción
278,DGOP/0115/CONT/2018,DGOP/0115/CONT/2018,Sep 28 2018 12:00AM,365,529,95,,Obra,1,95,Construcción
279,DGOP/0255/CONT/2018,DGOP/0255/CONT/2018,Sep 17 2018 12:00AM,8,727,59,,Obra,1,61,Construcción
280,DGOP/0229/CONT/2018,DGOP/0229/CONT/2018,Aug 29 2018 12:00AM,604,754,56,,Obra,3,61,Construcción
281,DGOP/0285/OBRA/2018,DGOP/0285/OBRA/2018,Sep 18 2018 12:00AM,514,746,56,,Obra,1,61,Construcción
282,DGOP/0283/CONT/2018,DGOP/0283/CONT/2018,Sep 17 2018 12:00AM,505,740,59,,Obra,1,54,Construcción
283,DGOP/0280/CONT/2018,DGOP/0280/CONT/2018,Oct  2 2018 12:00AM,777,,62,,Obra,1,57,Construcción
285,DGOP/0290/CONT/2018,DGOP/0290/CONT/2018,Oct  2 2018 12:00AM,698,,95,,Obra,2,95,Construcción
286,DGOP/0290/CONT/2018,DGOP/0290/CONT/2018,Oct  2 2018 12:00AM,698,,95,,Obra,2,95,Construcción
287,DGOP/0291/CONT/2018,DGOP/0291/CONT/2018,Oct  2 2018 12:00AM,709,,95,,Obra,2,95,Construcción
288,DGOP/0292/CONT/2018,DGOP/0292/CONT/2018,Oct  2 2018 12:00AM,709,,95,,Obra,2,95,Construcción
289,DGOP/0295/CONT/2018,DGOP/0295/CONT/2018,Oct  2 2018 12:00AM,697,,56,,Obra,3,61,Construcción
290,DGOP/0239/CONT/2018,DGOP/0239/CONT/2018,Aug 24 2018 12:00AM,482,,72,,Obra,1,72,Construcción
291,DGOP/0077/CONT/2018,DGOP/0077/CONT/2018,Apr 25 2018 12:00AM,661,613,95,,Obra,1,95,Construcción
292,DGOP/0101/CONT/2018,DGOP/0101/CONT/2018,May 14 2018 12:00AM,578,613,95,,Obra,1,95,Construcción
293,DGOP/0236/PROY/2018,DGOP/0236/PROY/2018,Aug 22 2018 12:00AM,420,,20,,Proyecto,1,20,Proyectos
294,DGOP/0298/PROY/2018,DGOP/0298/PROY/2018,Oct  9 2018 12:00AM,648,,23,,Proyecto,1,23,Proyectos
295,DGOP/0299/PROY/2018,DGOP/0299/PROY/2018,Oct  9 2018 12:00AM,261,,55,,Proyecto,1,55,Proyectos
296,DGOP/0300/PROY/2018,DGOP/0300/PROY/2018,Oct  9 2018 12:00AM,639,,62,,Proyecto,1,81,Proyectos
297,DGOP/0103/CONT/2018,DGOP/0103/CONT/2018,Oct  9 2018 12:00AM,709,613,95,,Obra,1,95,Construcción
298,DGOP/0237/CONT/2018,DGOP/0237/CONT/2018,Aug 23 2018 12:00AM,505,,55,,Obra,1,55,Construcción
299,DGOP/0264/OBRA/2018,DGOP/0264/OBRA/2018,Sep  7 2018 12:00AM,294,726,55,,Obra,2,55,Construcción
300,DGOP/0251/CONT/2018,DGOP/0251/CONT/2018,Aug 24 2018 12:00AM,612,742,59,,Obra,1,54,Construcción
301,DGOP/0248/CONT/2018,DGOP/0248/CONT/2018,Oct  9 2018 12:00AM,578,751,59,,Obra,1,54,Construcción
302,DGOP/0250/CONT/2018,DGOP/0250/CONT/2018,Aug 25 2018 12:00AM,578,764,88,,Obra,1,54,Construcción
303,DGOP/0222/CONT/2018,DGOP/0222/CONT/2018,Oct  9 2018 12:00AM,774,,89,,Obra,1,89,Construcción
304,DGOP/0246/CONT/2018,DGOP/0246/CONT/2018,Aug 24 2018 12:00AM,669,764,59,,Obra,1,54,Construcción
305,DGOP/0226/PROY/2018,DGOP/0226/PROY/2018,Aug 10 2018 12:00AM,588,,20,,Proyecto,1,20,Proyectos
306,DGOP/0281/OBRA/2018,DGOP/0281/OBRA/2018,Sep 17 2018 12:00AM,473,693,96,,Obra,2,57,Construcción
307,DGOP/0247/CONT/2018,DGOP/0247/CONT/2018,Aug 24 2018 12:00AM,604,751,56,,Obra,1,54,Construcción
308,DGOP/0253/CONT/2018,DGOP/0253/CONT/2018,Aug 24 2018 12:00AM,604,751,56,,Obra,1,54,Construcción
309,DGOP/0232/PROY/2018,DGOP/0232/PROY/2018,Aug 24 2018 12:00AM,588,,20,,Obra,1,20,Construcción
310,DGOP/0301/CONT/2018,DGOP/0301/CONT/2018,Oct 10 2018 12:00AM,515,762,88,,Obra,1,95,Construcción
311,DGOP/0302/CONT/2018,DGOP/0302/CONT/2018,Oct 10 2018 12:00AM,612,756,58,,Obra,1,95,Construcción
312,DGOP/0303/CONT/2018,DGOP/0303/CONT/2018,Oct 10 2018 12:00AM,777,754,59,,Obra,1,95,Construcción
313,DGOP/0304/CONT/2018,DGOP/0304/CONT/2018,Oct 10 2018 12:00AM,8,769,60,,Obra,1,95,Construcción
314,DGOP/0305/CONT/2018,DGOP/0305/CONT/2018,Oct 10 2018 12:00AM,460,461,88,,Obra,1,95,Construcción
315,DGOP/0306/CONT/2018,DGOP/0306/CONT/2018,Oct 10 2018 12:00AM,42,731,58,,Obra,1,95,Construcción
316,DGOP/0308/CONT/2018,DGOP/0308/CONT/2018,Oct 10 2018 12:00AM,669,762,59,,Obra,1,95,Construcción
317,DGOP/0309/CONT/2018,DGOP/0309/CONT/2018,Oct 10 2018 12:00AM,777,754,60,,Obra,1,95,Construcción
318,DGOP/0310/CONT/2018,DGOP/0310/CONT/2018,Oct 10 2018 12:00AM,547,771,60,,Obra,1,95,Construcción
319,DGOP/0311/CONT/2018,DGOP/0311/CONT/2018,Oct 10 2018 12:00AM,633,762,56,,Obra,1,95,Construcción
320,DGOP/0313/CONT/2018,DGOP/0313/CONT/2018,Oct 10 2018 12:00AM,649,769,56,,Obra,1,95,Construcción
321,DGOP/0314/CONT/2018,DGOP/0314/CONT/2018,Oct 10 2018 12:00AM,120,731,88,,Obra,1,95,Construcción
322,DGOP/0315/CONT/2018,DGOP/0315/CONT/2018,Oct 10 2018 12:00AM,629,756,59,,Obra,1,95,Construcción
323,DGOP/0316/CONT/2018,DGOP/0316/CONT/2018,Oct 10 2018 12:00AM,19,742,58,,Obra,1,95,Construcción
324,DGOP/307/CONT/2018,DGOP/307/CONT/2018,Oct 10 2018 12:00AM,543,771,59,,Obra,1,95,Construcción
325,DGOP/0312/CONT/2018,DGOP/0312/CONT/2018,Oct 10 2018 12:00AM,465,772,58,,Obra,1,95,Construcción
326,DGOP/0224/PROY/2018,DGOP/0224/PROY/2018,Aug 10 2018 12:00AM,642,,87,,Proyecto,1,87,Proyectos
327,DGOP/0227/PROY/2018,DGOP/0227/PROY/2018,Aug 10 2018 12:00AM,680,,20,,Proyecto,1,20,Proyectos
328,DGOP/0252/CONT/2018,DGOP/0252/CONT/2018,Sep 10 2018 12:00AM,55,696,55,,Obra,1,55,Construcción
329,DGOP/0263/CONT/2018,DGOP/0263/CONT/2018,Sep  7 2018 12:00AM,659,30,56,,Obra,1,61,Construcción
330,DGOP/0238/CONT/2018,DGOP/0238/CONT/2018,Aug 24 2018 12:00AM,234,,56,,Obra,1,61,Mantenimiento
331,DGOP/0266/CONT/2018,DGOP/0266/CONT/2018,Sep  7 2018 12:00AM,720,775,60,,Obra,1,57,Construcción
332,DGOP/0230/CONT/2018,DGOP/0230/CONT/2018,Aug 15 2018 12:00AM,261,,83,,Obra,1,83,Construcción
333,DGOP/0297/CONT/2018,DGOP/0297/CONT/2018,Sep 17 2018 12:00AM,636,589,88,,Obra,2,81,Construcción
334,DGOP/0293/CONT/2018,DGOP/0293/CONT/2018,Sep 17 2018 12:00AM,698,653,95,,Obra,2,95,Construcción
335,DGOP/0261/CONT/2018,DGOP/0261/CONT/2018,Sep  7 2018 12:00AM,700,676,83,,Obra,2,54,Construcción
336,DGOP/0249/CONT/2018,DGOP/0249/CONT/2018,Aug 24 2018 12:00AM,645,725,58,,Obra,1,54,Construcción
338,DGOP/0296/CONT/2018,DGOP/0296/CONT/2018,Sep 17 2018 12:00AM,482,271,59,,Obra,2,54,Construcción
339,DGOP/0277/CONT/2018,DGOP/0277/CONT/2018,Sep  7 2018 12:00AM,303,728,56,,Obra,2,61,Construcción
340,DGOP/0276/CONT/2018,DGOP/0276/CONT/2018,Sep 17 2018 12:00AM,16,728,56,,Obra,2,61,Construcción
341,DGOP/0257/CONT/2018,DGOP/0257/CONT/2018,Aug 31 2018 12:00AM,234,,86,,Proyecto,1,86,Proyectos
342,DGOP/0294/CONT/2018,DGOP/0294/CONT/2018,Oct 24 2018 12:00AM,669,776,59,,Obra,2,61,Construcción
343,DGOP/0233/CONT/2018,DGOP/0233/CONT/2018,Aug 15 2018 12:00AM,639,,75,,Proyecto,1,75,Proyectos
344,DGOP/0317/CONT/2018,DGOP/0317/CONT/2018,Oct 15 2018 12:00AM,768,727,56,,Obra,1,61,Construcción
